gene,D3,K2
G3BP2,8195,3584
G6PC,0,0
G6PC2,0,0
G6PC3,502,351
G6PD,983,1053
GAA,1298,1670
GAB1,403,154
GAB2,285,209
GAB3,7,4
GAB4,0,0
GABARAP,1667,3132
GABARAPL1,346,371
GABARAPL2,1365,922
GABARAPL3,0,0
GABBR1,39,127
GABBR2,0,1
GABPA,796,324
GABPB1,951,463
GABPB1-AS1,281,14
GABPB2,125,62
GABRA1,0,0
GABRA2,0,0
GABRA3,367,247
GABRA4,0,0
GABRA5,0,0
GABRA6,0,0
GABRB1,0,0
GABRB2,9,2
GABRB3,34,6
GABRD,0,1
GABRE,230,102
GABRG1,420,29
GABRG2,113,42
GABRG3,0,0
GABRG3-AS1,0,0
GABRP,0,0
GABRQ,0,2
GABRR1,0,0
GABRR2,13,8
GABRR3,0,0
GACAT1,1,2
GACAT2,8,6
GACAT3,0,0
GAD1,23,53
GAD2,0,0
GADD45A,3655,17852
GADD45B,1023,7760
GADD45G,19,537
GADD45GIP1,958,1403
GADL1,0,0
GAGE1,37,19
GAGE10,0,0
GAGE12B,0,0
GAGE12C,0,0
GAGE12D,0,0
GAGE12E,0,0
GAGE12F,0,0
GAGE12G,0,0
GAGE12H,0,0
GAGE12I,0,0
GAGE12J,0,1
GAGE13,0,0
GAGE2A,2,3
GAGE2B,0,0
GAGE2C,0,0
GAGE2D,0,0
GAGE2E,0,0
GAGE4,0,0
GAGE5,0,0
GAGE6,0,0
GAGE7,0,0
GAGE8,0,0
GAK,834,697
GAL,461,1082
GAL3ST1,2,19
GAL3ST2,1,1
GAL3ST3,1,0
GAL3ST4,21,19
GALC,143,56
GALE,1071,753
GALK1,219,236
GALK2,1023,626
GALM,0,3
GALNS,335,351
GALNT1,1991,958
GALNT10,1806,776
GALNT11,615,292
GALNT12,2,2
GALNT13,1,0
GALNT14,553,664
GALNT15,1309,601
GALNT16,7,7
GALNT18,840,280
GALNT2,3035,972
GALNT3,5,3
GALNT4,1,0
GALNT5,305,332
GALNT6,1,0
GALNT7,983,221
GALNT8,3,2
GALNT9,0,12
GALNTL5,0,0
GALNTL6,0,0
GALP,0,0
GALR1,0,0
GALR2,0,0
GALR3,0,0
GALT,224,209
GAMT,316,406
GAN,206,73
GANAB,15861,13884
GANC,352,128
GAP43,1,0
GAPDH,77527,140476
GAPDHS,124,3
GAPLINC,0,0
GAPT,0,0
GAPVD1,1984,955
GAR1,1420,723
GAREM,102,17
GAREML,83,14
GARNL3,207,158
GARS,7696,4533
GART,5967,2749
GAS1,57,19
GAS2,7,0
GAS2L1,179,41
GAS2L1P2,0,0
GAS2L2,0,0
GAS2L3,920,289
GAS5,22806,75219
GAS5-AS1,6,2
GAS6,715,560
GAS6-AS1,3,2
GAS6-AS2,27,8
GAS7,2,0
GAS8,160,117
GAS8-AS1,3,0
GAST,0,0
GATA1,1,0
GATA2,714,424
GATA2-AS1,162,41
GATA3,131,65
GATA3-AS1,0,0
GATA4,0,0
GATA5,0,0
GATA6,592,77
GATA6-AS1,11,3
GATAD1,1811,1491
GATAD2A,2888,757
GATAD2B,1947,1414
GATB,596,505
GATC,1249,564
GATM,1,0
GATS,31,8
GATSL2,0,4
GATSL3,64,31
GBA,645,423
GBA2,1450,1106
GBA3,0,0
GBAP1,166,199
GBAS,2004,1535
GBAT2,11,5
GBE1,4348,4055
GBF1,2402,2387
GBGT1,28,61
GBP1,585,313
GBP1P1,1,0
GBP2,347,960
GBP3,18,6
GBP4,10,19
GBP5,4,2
GBP6,0,0
GBP7,5,5
GBX1,1,0
GBX2,0,0
GC,0,0
GCA,151,51
GCAT,395,493
GCC1,1663,147
GCC2,1332,469
GCDH,434,213
GCFC2,556,372
GCG,0,0
GCGR,0,0
GCH1,289,125
GCHFR,49,44
GCK,0,0
GCKR,0,0
GCLC,769,557
GCLM,1552,550
GCM1,1,11
GCM2,3,0
GCN1,6429,3937
GCNT1,165,82
GCNT2,537,243
GCNT3,6,2
GCNT4,7,2
GCNT7,1,0
GCOM1,15,15
GCSAM,12,3
GCSAML,0,1
GCSAML-AS1,0,0
GCSH,346,216
GCSHP3,78,23
GDA,854,868
GDAP1,97,57
GDAP1L1,18,1
GDAP2,545,382
GDE1,2272,1517
GDF1,0,0
GDF10,0,0
GDF11,362,162
GDF15,389,966
GDF2,0,0
GDF3,0,0
GDF5,1,0
GDF6,2,0
GDF7,0,0
GDF9,6,5
GDI1,2853,3509
GDI2,4787,10318
GDNF,0,0
GDNF-AS1,0,0
GDPD1,203,30
GDPD2,0,0
GDPD3,23,92
GDPD4,0,0
GDPD5,114,92
GDPGP1,31,1
GEM,39,594
GEMIN2,616,263
GEMIN4,1390,357
GEMIN5,2363,1207
GEMIN6,402,344
GEMIN7,361,142
GEMIN8,274,342
GEMIN8P4,60,16
GEN1,509,42
GET4,822,878
GFAP,0,0
GFER,511,654
GFI1,47,5
GFI1B,1,1
GFM1,2706,1314
GFM2,1749,740
GFOD1,89,73
GFOD2,405,288
GFPT1,3973,1644
GFPT2,4070,4833
GFRA1,311,140
GFRA2,0,0
GFRA3,0,3
GFRA4,0,0
GFRAL,0,0
GFY,0,0
GGA1,881,989
GGA2,707,470
GGA3,1762,1309
GGACT,70,20
GGCT,882,1462
GGCX,1342,700
GGH,1155,1324
GGN,2,3
GGNBP1,0,0
GGNBP2,2487,3647
GGPS1,763,500
GGT1,20,36
GGT3P,0,0
GGT5,104,431
GGT6,0,0
GGT7,108,99
GGT8P,0,0
GGTA1P,0,1
GGTLC1,0,0
GGTLC2,1,0
GH1,0,0
GH2,0,0
GHDC,304,225
GHET1,3,0
GHITM,6971,7000
GHR,6,2
GHRH,0,0
GHRHR,0,0
GHRL,0,0
GHRLOS,8,12
GHSR,0,0
GID4,375,254
GID8,1538,1294
GIF,0,0
GIGYF1,1135,736
GIGYF2,2839,1739
GIMAP1,0,0
GIMAP1-GIMAP5,0,0
GIMAP2,37,57
GIMAP4,0,0
GIMAP5,0,0
GIMAP6,0,0
GIMAP7,0,0
GIMAP8,0,0
GIMD1,0,0
GIN1,150,29
GINM1,903,727
GINS1,651,197
GINS2,546,354
GINS3,403,183
GINS4,274,109
GIP,0,0
GIPC1,1301,706
GIPC2,2,0
GIPC3,2,1
GIPR,11,4
GIT1,2640,879
GIT2,1267,826
GJA1,1227,339
GJA10,0,0
GJA3,15,5
GJA4,0,0
GJA5,0,0
GJA8,0,0
GJA9,0,0
GJA9-MYCBP,0,0
GJB1,0,0
GJB2,9,10
GJB3,11,18
GJB4,1,0
GJB5,0,1
GJB6,0,0
GJB7,5,1
GJC1,835,218
GJC2,15,4
GJC3,17,23
GJD2,0,0
GJD3,87,13
GJD4,0,0
GK,23,5
GK2,0,0
GK3P,2,0
GK5,496,120
GKAP1,305,459
GKN1,0,0
GKN2,0,0
GLA,576,746
GLB1,1405,1670
GLB1L,36,10
GLB1L2,27,14
GLB1L3,0,0
GLCCI1,408,91
GLCE,1004,258
GLDC,9,6
GLDN,80,29
GLE1,1378,843
GLG1,4013,2856
GLI1,814,100
GLI2,97,21
GLI3,623,78
GLI4,54,46
GLIDR,13,17
GLIPR1,488,183
GLIPR1L1,6,1
GLIPR1L2,5,2
GLIPR2,143,61
GLIS1,0,3
GLIS2,2150,615
GLIS2-AS1,0,0
GLIS3,5,0
GLIS3-AS1,0,0
GLMN,205,83
GLMP,365,577
GLO1,5368,4839
GLOD4,1125,450
GLOD5,0,0
GLP1R,0,0
GLP2R,3,0
GLRA1,0,0
GLRA2,0,0
GLRA3,0,0
GLRA4,0,0
GLRB,456,199
GLRX,643,622
GLRX2,313,194
GLRX3,2831,3109
GLRX5,1140,902
GLS,8326,1762
GLS2,20,9
GLT1D1,4,1
GLT6D1,0,0
GLT8D1,1343,820
GLT8D2,464,422
GLTP,929,418
GLTPD2,3,0
GLTSCR1,162,52
GLTSCR1L,949,243
GLTSCR2,5733,10288
GLUD1,3106,3464
GLUD1P3,39,4
GLUD1P7,0,0
GLUD2,61,36
GLUL,6571,17863
GLYAT,0,1
GLYATL1,2,0
GLYATL2,11,1
GLYATL3,0,0
GLYCAM1,0,0
GLYCTK,21,29
GLYCTK-AS1,1,0
GLYR1,2744,1061
GM140,0,0
GM2A,514,336
GMCL1,543,131
GMCL1P1,2,0
GMDS,351,516
GMDS-AS1,34,27
GMEB1,308,310
GMEB2,658,210
GMFB,4623,603
GMFG,1,2
GMIP,107,74
GML,0,0
GMNC,0,2
GMNN,752,1000
GMPPA,499,779
GMPPB,184,141
GMPR,238,184
GMPR2,1719,2323
GMPS,2141,3350
GNA11,1112,191
GNA12,2661,1370
GNA13,1844,2767
GNA14,5,0
GNA14-AS1,0,0
GNA15,388,534
GNAI1,306,146
GNAI2,2413,2320
GNAI3,2608,3300
GNAL,21,7
GNAO1,82,30
GNAQ,2746,1440
GNAS,14286,19478
GNAS-AS1,3,1
GNAT1,0,0
GNAT2,2,3
GNAT3,0,0
GNAZ,47,10
GNB1,14788,11375
GNB1L,66,137
GNB2,3027,3819
GNB2L1,49516,110413
GNB3,71,46
GNB4,2124,288
GNB5,949,505
GNE,587,268
GNG10,18,0
GNG11,1062,952
GNG12,12523,4089
GNG12-AS1,30,14
GNG13,0,0
GNG2,35,49
GNG3,6,39
GNG4,53,34
GNG5,1154,1394
GNG7,99,22
GNG8,0,1
GNGT1,5,19
GNGT2,0,0
GNL1,7,59
GNL2,2424,5276
GNL3,7196,5574
GNL3L,1187,347
GNLY,3,15
GNMT,0,2
GNPAT,1511,1666
GNPDA1,3162,4873
GNPDA2,734,451
GNPNAT1,5128,1795
GNPTAB,940,458
GNPTG,992,745
GNRH1,25,14
GNRH2,0,0
GNRHR,0,0
GNRHR2,19,2
GNS,5695,4538
GOLGA1,877,436
GOLGA2,1489,2234
GOLGA2P10,2,26
GOLGA2P2Y,0,0
GOLGA2P3Y,0,0
GOLGA2P5,75,35
GOLGA2P6,1,2
GOLGA2P7,46,38
GOLGA2P9,0,0
GOLGA3,2362,1613
GOLGA4,4437,2901
GOLGA5,1796,1991
GOLGA6A,0,0
GOLGA6B,0,1
GOLGA6C,0,2
GOLGA6D,0,0
GOLGA6L1,0,0
GOLGA6L10,4,6
GOLGA6L17P,0,1
GOLGA6L2,0,0
GOLGA6L22,0,0
GOLGA6L3,0,0
GOLGA6L4,1,10
GOLGA6L5P,14,18
GOLGA6L6,0,0
GOLGA6L7P,1,0
GOLGA6L9,3,11
GOLGA7,1516,1216
GOLGA7B,4,20
GOLGA8A,46,103
GOLGA8B,1139,2099
GOLGA8CP,1,0
GOLGA8DP,0,0
GOLGA8EP,1,1
GOLGA8F,0,0
GOLGA8G,0,0
GOLGA8H,9,19
GOLGA8IP,0,0
GOLGA8J,1,1
GOLGA8K,0,0
GOLGA8M,4,2
GOLGA8N,5,10
GOLGA8O,1,3
GOLGA8R,4,5
GOLGA8S,0,1
GOLGA8T,0,0
GOLGB1,2880,3000
GOLIM4,1557,311
GOLM1,1974,1377
GOLPH3,3593,1365
GOLPH3L,853,897
GOLT1A,0,0
GOLT1B,2884,1158
GON4L,1028,593
GOPC,2407,690
GORAB,174,266
GORASP1,1068,625
GORASP2,2530,2833
GOSR1,1291,466
GOSR2,1631,402
GOT1,1018,1413
GOT1L1,0,0
GOT2,3236,4308
GP1BA,34,9
GP1BB,0,0
GP2,0,0
GP5,1,0
GP6,7,6
GP9,0,0
GPA33,0,0
GPAA1,1273,692
GPALPP1,514,177
GPAM,1586,243
GPANK1,1,4
GPAT2,7,0
GPATCH1,336,331
GPATCH11,811,229
GPATCH2,543,154
GPATCH2L,2314,819
GPATCH3,227,232
GPATCH4,2061,891
GPATCH8,2192,638
GPBAR1,0,1
GPBP1,3657,2454
GPBP1L1,3645,1631
GPC1,2061,526
GPC2,22,14
GPC3,1,0
GPC4,1,0
GPC5,0,0
GPC5-AS1,0,0
GPC5-AS2,0,0
GPC6,58,46
GPC6-AS1,0,0
GPC6-AS2,0,0
GPCPD1,642,327
GPD1,7,4
GPD1L,1532,891
GPD2,226,83
GPER1,0,0
GPHA2,0,0
GPHB5,0,0
GPHN,573,1085
GPI,8512,10806
GPIHBP1,0,0
GPKOW,578,275
GPLD1,16,15
GPM6A,87,31
GPM6B,495,563
GPN1,1704,1492
GPN2,232,392
GPN3,947,974
GPNMB,97,200
GPR1,113,13
GPR1-AS,1,0
GPR101,0,0
GPR107,2275,1604
GPR108,2125,2339
GPR119,0,0
GPR12,0,0
GPR132,0,0
GPR135,19,2
GPR137,381,304
GPR137B,141,145
GPR137C,11,24
GPR139,0,0
GPR141,0,0
GPR142,0,0
GPR143,3,4
GPR146,22,20
GPR148,0,0
GPR149,0,0
GPR15,0,0
GPR150,0,0
GPR151,0,0
GPR152,0,0
GPR153,141,13
GPR155,538,103
GPR156,6,0
GPR157,54,15
GPR158,526,126
GPR158-AS1,0,0
GPR160,36,33
GPR161,367,135
GPR162,31,37
GPR17,0,0
GPR171,0,0
GPR173,34,13
GPR174,0,0
GPR176,956,789
GPR179,14,1
GPR18,0,0
GPR180,603,138
GPR182,2,0
GPR183,2,1
GPR19,6,8
GPR20,0,0
GPR21,0,0
GPR22,0,0
GPR25,0,0
GPR26,0,0
GPR27,0,0
GPR3,59,5
GPR31,0,0
GPR32,0,0
GPR33,0,0
GPR34,0,0
GPR35,8,29
GPR37,10,1
GPR37L1,0,0
GPR39,34,2
GPR4,2,1
GPR45,0,0
GPR50,0,0
GPR52,0,0
GPR55,1,1
GPR6,0,0
GPR61,0,0
GPR62,1,0
GPR63,209,19
GPR65,2,2
GPR68,4,2
GPR75,24,4
GPR75-ASB3,0,0
GPR78,0,0
GPR82,0,1
GPR83,10,18
GPR84,0,2
GPR85,62,9
GPR87,80,23
GPR88,0,0
GPR89A,97,120
GPR89B,27,83
GPRASP1,62,12
GPRASP2,0,0
GPRC5A,63,39
GPRC5B,171,156
GPRC5C,11,17
GPRC5D,4,3
GPRC6A,0,0
GPRIN1,207,25
GPRIN2,0,0
GPRIN3,0,0
GPS1,1549,2158
GPS2,825,970
GPSM1,291,135
GPSM2,1240,438
GPSM3,0,2
GPT,5,1
GPT2,1325,172
GPX1,2888,5951
GPX2,0,0
GPX3,15,3
GPX4,3351,6943
GPX5,0,0
GPX6,0,0
GPX7,0,1
GPX8,1935,744
GRAMD1A,1175,1933
GRAMD1B,323,50
GRAMD1C,1,0
GRAMD2,0,0
GRAMD3,74,142
GRAMD4,371,121
GRAP,0,1
GRAP2,29,25
GRAPL,0,0
GRASP,2,3
GRB10,2584,987
GRB14,1,2
GRB2,4545,1218
GRB7,1,10
GREB1,17,10
GREB1L,4,0
GREM1,0,0
GREM2,9,7
GRHL1,100,11
GRHL2,0,0
GRHL3,3,0
GRHPR,1202,1872
GRIA1,2,4
GRIA2,2,0
GRIA3,0,0
GRIA4,1,0
GRID1,50,10
GRID1-AS1,1,0
GRID2,0,0
GRID2IP,0,0
GRIFIN,0,0
GRIK1,3,5
GRIK1-AS1,0,0
GRIK1-AS2,2,3
GRIK2,19,14
GRIK3,0,0
GRIK4,9,9
GRIK5,8,12
GRIN1,3,4
GRIN2A,1,0
GRIN2B,0,2
GRIN2C,2,3
GRIN2D,38,27
GRIN3A,3,0
GRIN3B,0,2
GRINA,6678,6413
GRIP1,4,0
GRIP2,0,2
GRIPAP1,825,521
GRK1,1,0
GRK4,4,4
GRK5,99,61
GRK6,1330,445
GRK7,4,1
GRM1,4,1
GRM2,0,0
GRM3,0,1
GRM4,0,0
GRM5,1,0
GRM5-AS1,0,0
GRM6,1,0
GRM7,1,4
GRM7-AS1,0,0
GRM7-AS2,0,0
GRM7-AS3,0,0
GRM8,0,0
GRN,5044,2232
GRP,0,0
GRPEL1,1941,1341
GRPEL2,1436,363
GRPR,9,1
GRSF1,2972,2343
GRTP1,7,11
GRTP1-AS1,0,0
GRWD1,1272,398
GRXCR1,0,0
GRXCR2,0,0
GS1-124K5.11,251,403
GS1-24F4.2,0,0
GS1-259H13.2,119,88
GS1-279B7.1,1,0
GS1-594A7.3,0,0
GS1-600G8.3,0,0
GSAP,36,5
GSC,0,0
GSC2,0,0
GSDMA,0,1
GSDMB,131,480
GSDMC,27,9
GSDMD,384,407
GSE1,3653,741
GSG1,3,0
GSG1L,0,2
GSG2,183,81
GSK3A,1724,1487
GSK3B,3792,1445
GSKIP,924,190
GSN,541,271
GSN-AS1,0,0
GSPT1,6037,4321
GSPT2,64,13
GSR,1573,1689
GSS,1187,1146
GSTA1,3,1
GSTA2,2,0
GSTA3,0,0
GSTA4,168,107
GSTA5,0,0
GSTA7P,0,0
GSTCD,637,308
GSTK1,784,1116
GSTM1,20,13
GSTM2,7,3
GSTM2P1,3,0
GSTM3,4,2
GSTM4,113,205
GSTM5,0,0
GSTO1,1702,3197
GSTO2,53,45
GSTP1,3855,5007
GSTT1,107,197
GSTT2,0,0
GSTT2B,0,0
GSTTP1,0,0
GSTTP2,0,0
GSTZ1,258,475
GSX1,0,0
GSX2,0,0
GTDC1,359,238
GTF2A1,1534,258
GTF2A1L,0,0
GTF2A2,1117,848
GTF2B,552,601
GTF2E1,525,105
GTF2E2,1670,1591
GTF2F1,1805,2298
GTF2F2,1313,1287
GTF2H1,2834,1344
GTF2H2,77,44
GTF2H2B,66,41
GTF2H2C,0,0
GTF2H2C_2,7,0
GTF2H3,2091,546
GTF2H4,5,11
GTF2H5,1430,948
GTF2I,833,496
GTF2IP1,0,0
GTF2IP20,43,40
GTF2IP4,0,0
GTF2IRD1,1885,2522
GTF2IRD1P1,1,0
GTF2IRD2,19,48
GTF2IRD2B,0,0
GTF3A,3900,4528
GTF3C1,2528,1197
GTF3C2,1719,957
GTF3C2-AS1,2,5
GTF3C3,1818,1802
GTF3C4,1225,581
GTF3C5,1395,1579
GTF3C6,494,480
GTPBP1,2008,1499
GTPBP10,841,199
GTPBP2,5390,552
GTPBP3,409,166
GTPBP4,3844,1650
GTPBP6,5,14
GTPBP8,326,267
GTSCR1,0,0
GTSE1,456,324
GTSE1-AS1,9,1
GTSF1,1,0
GTSF1L,0,0
GUCA1A,0,0
GUCA1B,108,60
GUCA1C,0,0
GUCA2A,0,0
GUCA2B,0,0
GUCD1,1968,1460
GUCY1A2,112,14
GUCY1A3,1,3
GUCY1B2,5,0
GUCY1B3,14,10
GUCY2C,0,0
GUCY2D,1,1
GUCY2EP,0,0
GUCY2F,1,0
GUCY2GP,1,0
GUF1,1297,419
GUK1,930,1358
GULP1,2,1
GUSB,1043,1579
GUSBP1,293,82
GUSBP10,0,0
GUSBP11,100,242
GUSBP2,6,9
GUSBP3,0,4
GUSBP4,169,31
GUSBP5,3,0
GUSBP9,2,2
GVINP1,42,5
GXYLT1,759,77
GXYLT1P3,0,0
GXYLT2,144,148
GYG1,2030,2445
GYG2,2,0
GYG2P1,0,0
GYLTL1B,0,1
GYPA,0,1
GYPB,0,0
GYPC,2621,3695
GYPE,0,0
GYS1,518,229
GYS2,2,0
GZF1,889,218
GZMA,0,0
GZMB,0,0
GZMH,0,0
GZMK,0,0
GZMM,3,8
H19,7,18
H1F0,5402,482
H1FNT,0,0
H1FOO,0,0
H1FX,684,213
H1FX-AS1,8,2
H2AFB1,0,0
H2AFB2,0,0
H2AFB3,0,0
H2AFJ,210,157
H2AFV,3148,1701
H2AFX,583,147
H2AFY,2085,1861
H2AFY2,6,0
H2AFZ,9068,9245
H2BFM,1,0
H2BFWT,0,0
H2BFXP,0,0
H3F3A,0,0
H3F3AP4,0,0
H3F3B,7318,5490
H3F3C,138,55
H6PD,700,71
HAAO,0,0
HABP2,0,0
HABP4,418,290
HACD1,388,241
HACD2,862,370
HACD3,1267,1084
HACD4,0,0
HACE1,509,193
HACL1,693,558
HADH,735,1001
HADHA,4347,6620
HADHB,2852,3424
HAGH,1026,658
HAGHL,191,169
HAGLR,18,4
HAGLROS,0,0
HAL,5,2
HAMP,0,0
HAND1,0,0
HAND2,0,0
HAND2-AS1,0,0
HAO1,0,0
HAO2,0,1
HAO2-IT1,0,0
HAP1,1,2
HAPLN1,1,0
HAPLN2,2,2
HAPLN3,110,200
HAPLN4,0,0
HAR1A,19,2
HAR1B,2,0
HARBI1,164,21
HARS,1117,1553
HARS2,630,505
HAS1,1,0
HAS2,2,1
HAS2-AS1,0,0
HAS3,20,7
HAT1,2457,641
HAUS1,698,794
HAUS2,1237,936
HAUS3,719,561
HAUS4,2754,4389
HAUS5,293,245
HAUS6,1560,970
HAUS7,454,460
HAUS8,358,153
HAVCR1,0,0
HAVCR1P1,0,0
HAVCR2,9,2
HAX1,1956,2741
HBA1,0,0
HBA2,0,0
HBB,0,0
HBBP1,0,0
HBD,0,0
HBE1,1483,3617
HBEGF,149,337
HBG1,2,0
HBG2,15,52
HBM,0,0
HBP1,1341,752
HBQ1,1,0
HBS1L,2397,1978
HBZ,0,0
HCAR1,0,0
HCAR2,10,6
HCAR3,6,3
HCCAT5,0,0
HCCS,527,560
HCFC1,2632,1922
HCFC1-AS1,0,8
HCFC1R1,216,338
HCFC2,587,257
HCG11,21,2
HCG14,0,0
HCG17,0,0
HCG18,79,6
HCG2040054,0,0
HCG22,0,0
HCG23,0,0
HCG25,0,0
HCG26,0,0
HCG27,1,0
HCG4,0,0
HCG4B,6,30
HCG8,1,0
HCG9,0,0
HCK,40,56
HCLS1,45,43
HCN1,0,0
HCN2,18,45
HCN3,39,18
HCN4,108,19
HCP5,0,0
HCRT,0,0
HCRTR1,2,0
HCRTR2,0,0
HCST,0,1
HDAC1,1679,2488
HDAC10,274,429
HDAC11,123,58
HDAC11-AS1,1,0
HDAC2,3540,3763
HDAC3,1314,1304
HDAC4,751,141
HDAC5,1172,1100
HDAC6,1075,1508
HDAC7,1303,969
HDAC8,284,284
HDAC9,224,255
HDC,0,1
HDDC2,1622,1306
HDDC3,327,156
HDGF,13984,17153
HDGFL1,0,0
HDGFRP2,850,643
HDGFRP3,1661,802
HDHD1,209,52
HDHD2,659,332
HDHD3,248,127
HDLBP,13821,21629
HDX,156,13
HEATR1,3858,1923
HEATR3,508,155
HEATR4,18,1
HEATR5A,804,325
HEATR5B,906,1039
HEATR6,1047,866
HEATR9,2,3
HEBP1,806,1295
HEBP2,664,783
HECA,739,642
HECTD1,3937,2836
HECTD2,270,99
HECTD2-AS1,2,2
HECTD3,1618,906
HECTD4,1824,679
HECW1,45,17
HECW2,205,130
HEG1,2669,714
HEIH,335,325
HELB,51,29
HELLS,342,215
HELQ,352,240
HELT,0,0
HELZ,1416,922
HELZ2,203,53
HEMGN,0,0
HEMK1,510,261
HENMT1,2,0
HEPACAM,0,0
HEPACAM2,2,0
HEPH,54,36
HEPHL1,0,0
HEPN1,0,0
HERC1,2184,1109
HERC2,3827,1395
HERC2P10,0,0
HERC2P2,747,1062
HERC2P3,165,245
HERC2P4,7,8
HERC2P7,3,2
HERC2P9,217,229
HERC3,1049,463
HERC4,1906,1500
HERC5,21,23
HERC6,137,100
HERPUD1,4671,1926
HERPUD2,937,298
HES1,655,520
HES2,0,0
HES3,0,0
HES4,43,36
HES5,0,0
HES6,299,133
HES7,118,99
HESX1,0,4
HEXA,2387,3191
HEXA-AS1,1,3
HEXB,2860,4371
HEXDC,124,75
HEXIM1,719,198
HEXIM2,116,98
HEY1,37,19
HEY2,0,0
HEYL,0,0
HFE,99,41
HFE2,0,0
HFM1,2,0
HGC6.3,0,0
HGD,2,0
HGF,3,1
HGFAC,0,1
HGH1,75,10
HGS,2367,1363
HGSNAT,876,581
HHAT,18,12
HHATL,1,0
HHEX,53,13
HHIP,105,46
HHIP-AS1,6,4
HHIPL1,2,2
HHIPL2,0,3
HHLA1,0,0
HHLA2,1,0
HHLA3,157,151
HIAT1,2144,1041
HIATL1,2859,533
HIATL2,47,38
HIBADH,1719,1378
HIBCH,397,177
HIC1,13,6
HIC2,72,25
HID1,2,6
HID1-AS1,0,0
HIF1A,11543,14325
HIF1A-AS1,16,4
HIF1A-AS2,0,2
HIF1AN,1273,196
HIF3A,1,0
HIGD1A,1667,1114
HIGD1B,5,6
HIGD1C,0,0
HIGD2A,1020,2909
HIGD2B,1,0
HILPDA,326,91
HILS1,0,0
HINFP,869,1339
HINT1,6477,12261
HINT2,133,139
HINT3,591,302
HIP1,1687,728
HIP1R,924,620
HIPK1,2943,982
HIPK1-AS1,2,0
HIPK2,10980,2524
HIPK3,2257,930
HIPK4,2,2
HIRA,1973,462
HIRIP3,873,451
HIST1H1A,0,0
HIST1H1B,0,0
HIST1H1C,43,121
HIST1H1D,3,15
HIST1H1E,5,37
HIST1H1T,0,0
HIST1H2AA,0,0
HIST1H2AB,0,4
HIST1H2AC,11,48
HIST1H2AD,0,1
HIST1H2AE,7,40
HIST1H2AG,2,11
HIST1H2AH,0,4
HIST1H2AI,2,1
HIST1H2AJ,0,1
HIST1H2AK,1,0
HIST1H2AL,0,0
HIST1H2AM,1,4
HIST1H2APS1,0,0
HIST1H2BA,0,0
HIST1H2BB,0,0
HIST1H2BC,3,25
HIST1H2BD,25,109
HIST1H2BE,1,0
HIST1H2BF,0,14
HIST1H2BG,1,40
HIST1H2BH,8,15
HIST1H2BI,0,4
HIST1H2BJ,2,31
HIST1H2BK,218,432
HIST1H2BL,0,2
HIST1H2BM,0,4
HIST1H2BN,8,20
HIST1H2BO,2,2
HIST1H3A,1,0
HIST1H3B,2,4
HIST1H3C,0,1
HIST1H3D,3,14
HIST1H3E,1,2
HIST1H3F,0,2
HIST1H3G,0,0
HIST1H3H,1,16
HIST1H3I,0,0
HIST1H3J,0,1
HIST1H4A,1,2
HIST1H4B,0,6
HIST1H4C,1,3
HIST1H4D,0,1
HIST1H4E,2,29
HIST1H4F,0,0
HIST1H4G,0,0
HIST1H4H,3,19
HIST1H4I,1,3
HIST1H4J,0,4
HIST1H4K,2,3
HIST1H4L,0,0
HIST2H2AA3,0,0
HIST2H2AA4,0,0
HIST2H2AB,0,2
HIST2H2AC,1,6
HIST2H2BA,0,0
HIST2H2BC,3,3
HIST2H2BE,43,48
HIST2H2BF,0,19
HIST2H3A,0,0
HIST2H3C,0,0
HIST2H3D,0,1
HIST2H4A,0,0
HIST2H4B,0,0
HIST3H2A,36,77
HIST3H2BB,2,12
HIST3H3,0,0
HIST4H4,0,0
HIVEP1,1111,1120
HIVEP2,4081,2991
HIVEP3,207,77
HJURP,704,389
HK1,4227,8198
HK2,2018,769
HK3,0,2
HKDC1,2,3
HKR1,254,61
HLA-A,1757,2404
HLA-B,1518,4817
HLA-C,2111,3838
HLA-DMA,0,17
HLA-DMB,0,0
HLA-DOA,0,0
HLA-DOB,2,3
HLA-DPA1,0,0
HLA-DPB1,0,0
HLA-DPB2,0,0
HLA-DQA1,0,0
HLA-DQA2,0,0
HLA-DQB1,0,0
HLA-DQB2,0,0
HLA-DRA,0,0
HLA-DRB1,0,0
HLA-DRB3,0,0
HLA-DRB4,0,0
HLA-DRB5,0,0
HLA-DRB6,0,0
HLA-E,13,115
HLA-F,0,2
HLA-F-AS1,3,9
HLA-G,0,0
HLA-H,99,56
HLA-J,2,1
HLA-L,4,2
HLCS,834,281
HLF,105,7
HLTF,1468,394
HLTF-AS1,0,0
HLX,24,7
HLX-AS1,0,0
HM13,2159,3088
HM13-AS1,18,27
HMBOX1,214,134
HMBS,1768,1314
HMCES,908,641
HMCN1,39,9
HMCN2,1,2
HMG20A,1718,872
HMG20B,709,1201
HMGA1,8507,21856
HMGA1P7,0,0
HMGA2,39,40
HMGB1,4556,6506
HMGB2,5072,6674
HMGB3,739,418
HMGB3P1,0,0
HMGB4,0,0
HMGCL,686,253
HMGCLL1,0,0
HMGCR,1335,1471
HMGCS1,782,1427
HMGCS2,0,0
HMGN1,2372,2576
HMGN2,1873,3301
HMGN2P46,2,1
HMGN3,711,250
HMGN3-AS1,52,3
HMGN4,3659,1736
HMGN5,293,297
